Retailer,Machine ID,Address,Cities,Full Address,Longitude,Latitude
QFC,Q01572,Mercer Island,"Mercer Island, WA","8421 SE 68th St, Mercer Island, WA",-122.225994,47.5410692
Albertsons,Q01788,Mill Creek,"Mill Creek, WA","3322 132nd St SE, Mill Creek, WA",-122.1872866,47.8766062
Safeway,Q00250,Mill Creek,"Mill Creek, WA","16304 Bothell Everett Hwy, Mill Creek, WA",-122.2200993,47.8508627
Safeway,Q01958,Milton,"Milton, WA","900 Meridian Ave E, Milton, WA",-122.2957898,47.2487073
Fred Meyer,Q00148,Monroe,"Monroe, WA","18805 State Route 2, Monroe, WA",-121.9776813,47.8616271
Fred Meyer,Q00221,Monroe,"Monroe, WA","18805 State Route 2, Monroe, WA",-121.9776813,47.8616271
Safeway,Q01935,Monroe,"Monroe, WA","19651 US-2, Monroe, WA",-121.9674334,47.8601324
Safeway,Q01963,Mount Vernon,"Mount Vernon, WA","315 E College Way, Mount Vernon, WA",-122.3371446,48.4376937
Safeway,Q00173,Mountlake Terrace,"Mountlake Terrace, WA","4301 212th St SW, Mountlake Terrace, WA",-122.2906637,47.8078229
QFC,Q02130,Mukilteo,"Mukilteo, WA","11700 Mukilteo Speedway, Mukilteo, WA",-122.2873773,47.890968
QFC,Q00805,Newcastle,"Newcastle, WA","6940 Coal Creek Pkwy SE, Newcastle, WA",-122.1647808,47.5388036
Safeway,Q00240,Newcastle,"Newcastle, WA","6911 Coal Creek Pkwy Se, Newcastle, WA",-122.1676389,47.5395082
QFC,Q00811,North Bend,"North Bend, WA","460 E North Bend Way, North Bend, WA",-121.78047,47.4933079
Safeway,Q01945,North Bend,"North Bend, WA","460 SW Mt Si Blvd, North Bend, WA",-121.7914803,47.487357
Albertsons,Q01487,Olympia,"Olympia, WA","3520 Pacific Ave SE, Olympia, WA",-122.845802,47.0428139
Safeway,Q01288,Olympia,"Olympia, WA","1243 Marvin Rd NE, Olympia, WA",-122.7660303,47.059373
Safeway,Q01293,Olympia,"Olympia, WA","3215 Harrison Ave NW, Olympia, WA",-122.9420702,47.0455446
Safeway,Q01315,Olympia,"Olympia, WA","4280 Martin Way E, Olympia, WA",-122.8291023,47.0494692
WinCo Foods,Q00947,Olympia,"Olympia, WA","7540 Martin Way E, Olympia, WA",-122.7797459,47.0551394
Safeway,Q01916,Orting,"Orting, WA","215 Whitesell St NW, Orting, WA",-122.209253,47.0997906
Albertsons,Q01956,Port Orchard,"Port Orchard, WA","1434 Olney Ave SE, Port Orchard, WA",-122.6105257,47.5357473
Fred Meyer,Q00237,Port Orchard,"Port Orchard, WA","1900 SE Sedgwick Rd, Port Orchard, WA",-122.629203,47.5031575
Safeway,Q01944,Port Orchard,"Port Orchard, WA","370 SW Sedgwick Rd, Port Orchard, WA",-122.6521181,47.4961035
Safeway,Q01959,Port Orchard,"Port Orchard, WA","3355 Bethel Rd SE, Port Orchard, WA",-122.6307421,47.5184225
Safeway,Q01478,Poulsbo,"Poulsbo, WA","19245 10th Ave NE, Poulsbo, WA",-122.6368534,47.738148
Albertsons,Q01402,Puyallup,"Puyallup, WA","11012 Canyon Rd E, Puyallup, WA",-122.3591839,47.1560693
Fred Meyer,Q00131,Puyallup,"Puyallup, WA","17404 Meridian E, Puyallup, WA",-122.2969706,47.098724
Fred Meyer,Q00147,Puyallup,"Puyallup, WA","1100 N Meridian, Puyallup, WA",-122.2963638,47.1997462
Fred Meyer,Q00993,Puyallup,"Puyallup, WA","17404 Meridian E, Puyallup, WA",-122.2969706,47.098724
Safeway,Q00178,Puyallup,"Puyallup, WA","5616 176th St E, Puyallup, WA",-122.3527862,47.0950731
Safeway,Q00868,Puyallup,"Puyallup, WA","13308 Meridian E, Puyallup, WA",-122.2949675,47.1352732
Safeway,Q01493,Puyallup,"Puyallup, WA","708 Shaw Rd E, Puyallup, WA",-122.2567848,47.1848767
Safeway,Q01993,Puyallup,"Puyallup, WA","11501 Canyon Rd E, Puyallup, WA",-122.3566884,47.1523102
WinCo Foods,Q01689,Puyallup,"Puyallup, WA","9518 176th St E, Puyallup, WA",-122.301071,47.0955938
H Mart Redmond,Q01700,Redmond,"Redmond, WA","7589 170th Ave NE, Redmond, WA",-122.1158341,47.6704422
QFC,Q00106,Redmond,"Redmond, WA","8867 161st Avenue Northeast, Redmond, WA",-122.1261299,47.680835
QFC,Q01153,Redmond,"Redmond, WA","15800 Redmond Wy, Redmond, WA",-122.1289846,47.675708
QFC,Q01541,Redmond,"Redmond, WA","23475 NE Novelty Hill Rd, Redmond, WA",-122.0263063,47.6987872
Safeway,Q00401,Redmond,"Redmond, WA","15000 NE 24th St, Redmond, WA",-122.1411566,47.6324917
Safeway,Q01414,Redmond,"Redmond, WA","17246 Redmond Wy, Redmond, WA",-122.1099959,47.6720018
Albertsons,Q01472,Renton,"Renton, WA","4621 NE Sunset Blvd, Renton, WA",-122.1573279,47.5036882
Fred Meyer,Q00034,Renton,"Renton, WA","365 Renton Center Way SW, Renton, WA",-122.2179674,47.4768534
Fred Meyer,Q00176,Renton,"Renton, WA","17801 108th Ave SE, Renton, WA",-122.1975048,47.4437278
Safeway,Q00223,Renton,"Renton, WA","17230 140th Ave SE, Renton, WA",-122.1524616,47.4475109
Safeway,Q00823,Renton,"Renton, WA","4300 NE 4th St, Renton, WA",-122.1613856,47.4894759
Safeway,Q01177,Renton,"Renton, WA","200 S 3rd St, Renton, WA",-122.2139666,47.480382
QFC,Q00814,Sammamish,"Sammamish, WA","2902 228th Ave SE, Sammamish, WA",-122.0335541,47.5826694
QFC,Q02133,Sammamish,"Sammamish, WA","4570 Klahanie Dr. SE, Sammamish, WA",-122.0034948,47.5656509
Safeway,Q00326,Sammamish,"Sammamish, WA","630 228th Ave NE, Sammamish, WA",-122.0335183,47.6153679
Safeway,Q00254,SeaTac,"SeaTac, WA","4011 S 164th St, SeaTac, WA",-122.2824069,47.455652
Albertsons,Q01957,Seattle,"Seattle, WA","2550 32nd Ave W, Seattle, WA",-122.3979475,47.6424716
Fred Meyer,Q00230,Seattle,"Seattle, WA","100 NW 85th St, Seattle, WA",-122.3591754,47.6919776
Fred Meyer,Q00789,Seattle,"Seattle, WA","915 NW 45th St, Seattle, WA",-122.3686721,47.6598323
Fred Meyer,Q02139,Seattle,"Seattle, WA","915 NW 45th St, Seattle, WA",-122.3686721,47.6598323
QFC,Q00245,Seattle,"Seattle, WA","1401 Broadway, Seattle, WA",-122.3210437,47.6139196
QFC,Q00264,Seattle,"Seattle, WA","11100 Roosevelt Way NE, Seattle, WA",-122.3172526,47.709396
QFC,Q00280,Seattle,"Seattle, WA","500 Mercer St, Seattle, WA",-122.347142,47.624798
QFC,Q00810,Seattle,"Seattle, WA","5700 24th Ave NW, Seattle, WA",-122.3866649,47.6706123
QFC,Q00873,Seattle,"Seattle, WA","9999 Holman Rd NW, Seattle, WA",-122.3639318,47.701799
QFC,Q01012,Seattle,"Seattle, WA","1600 W Dravus St, Seattle, WA",-122.3779145,47.6496262
QFC,Q01156,Seattle,"Seattle, WA","2746 NE 45th St, Seattle, WA",-122.2958692,47.6617187
QFC,Q01947,Seattle,"Seattle, WA","417 Broadway E #2, Seattle, WA",-122.3214759,47.6225306
Safeway,Q00132,Seattle,"Seattle, WA","12318 15th Ave NE, Seattle, WA",-122.3119605,47.7180964
Safeway,Q00159,Seattle,"Seattle, WA","1410 E John St, Seattle, WA",-122.3132555,47.6204958
Safeway,Q00180,Seattle,"Seattle, WA","8340 15th Ave NW, Seattle, WA",-122.3768015,47.6897533
Safeway,Q00256,Seattle,"Seattle, WA","3820 Rainier Ave S, Seattle, WA",-122.288302,47.5692183
Safeway,Q00534,Seattle,"Seattle, WA","7300 Roosevelt Way NE, Seattle, WA",-122.3170171,47.681857
Safeway,Q00808,Seattle,"Seattle, WA","2100 Queen Anne Ave N, Seattle, WA",-122.3561025,47.6376954
Safeway,Q01159,Seattle,"Seattle, WA","9262 Rainier Ave S, Seattle, WA",-122.2679333,47.5199559
Safeway,Q01192,Seattle,"Seattle, WA","9620 28th Ave SW, Seattle, WA",-122.3674862,47.5168991
Safeway,Q01682,Seattle,"Seattle, WA","7340 35th Ave NE, Seattle, WA",-122.2893391,47.6825128
Safeway,Q01939,Seattle,"Seattle, WA","3900 S Othello St, Seattle, WA",-122.2830534,47.5374733
Safeway,Q01943,Seattle,"Seattle, WA","2622 California Ave SW, Seattle, WA",-122.3858962,47.5801124
Safeway,Q01946,Seattle,"Seattle, WA","516 1st Ave W, Seattle, WA",-122.3575598,47.6241305
Fred Meyer,Q00038,Shoreline,"Shoreline, WA","18325 Aurora Ave N, Shoreline, WA",-122.3477322,47.7620769
Safeway,Q00257,Shoreline,"Shoreline, WA","15332 Aurora Ave N, Shoreline, WA",-122.343634,47.7409021
Safeway,Q00845,Shoreline,"Shoreline, WA","17202 15th Ave NE, Shoreline, WA",-122.3127888,47.754341
Safeway,Q01489,Silverdale,"Silverdale, WA","2890 NW Bucklin Hill Rd, Silverdale, WA",-122.6882152,47.652686
WinCo Foods,Q01587,Silverdale,"Silverdale, WA","10315 Silverdale Way NW, Silverdale, WA",-122.6906121,47.6576768
Fred Meyer,Q00186,Snohomish,"Snohomish, WA","2801 Bickford Ave, Snohomish, WA",-122.1052516,47.9438603
Fred Meyer,Q00197,Snohomish,"Snohomish, WA","2801 Bickford Ave, Snohomish, WA",-122.1052516,47.9438603
Safeway,Q01775,Snohomish,"Snohomish, WA","17520 WA-9, Snohomish, WA",-122.1253258,47.8389424
Safeway,Q00807,Snoqualmie,"Snoqualmie, WA","34828 SE Douglas St, Snoqualmie, WA",-121.8737651,47.5278305
Fred Meyer,Q00866,Spanaway,"Spanaway, WA","22303 Mountain Hwy E, Spanaway, WA",-122.3971279,47.0552925
Fred Meyer,Q00136,Sumner,"Sumner, WA","1201 Valley Ave, Sumner, WA",-122.2282226,47.2036999
WinCo Foods,Q00727,Sumner,"Sumner, WA","6621 166th Ave E, Sumner, WA",-122.2054725,47.1959088
Albertsons,Q00820,Tacoma,"Tacoma, WA","104 Military Rd S, Tacoma, WA",-122.4327497,47.1173458
Fred Meyer,Q00161,Tacoma,"Tacoma, WA","4505 S 19th St, Tacoma, WA",-122.4977266,47.2436626
Safeway,Q00175,Tacoma,"Tacoma, WA","1624 E 72nd St, Tacoma, WA",-122.4072273,47.1917632
Safeway,Q00181,Tacoma,"Tacoma, WA","1302 S 38th St, Tacoma, WA",-122.4515058,47.2221627
Safeway,Q00222,Tacoma,"Tacoma, WA","3842 Bridgeport Way W, Tacoma, WA",-122.5393458,47.2216712
Safeway,Q00227,Tacoma,"Tacoma, WA","15805 Pacific Ave S, Tacoma, WA",-122.4322969,47.1129786
Safeway,Q00839,Tacoma,"Tacoma, WA","2637 N Pearl St, Tacoma, WA",-122.5137635,47.2727071
Safeway,Q00854,Tacoma,"Tacoma, WA","8611 Steilacoom Blvd SW, Tacoma, WA",-122.5519646,47.1804004
Safeway,Q01119,Tacoma,"Tacoma, WA","707 S 56th St, Tacoma, WA",-122.4409719,47.2067822
Tacoma Mall,Q00031,Tacoma,"Tacoma, WA","S Steele St, Tacoma, WA",-122.4686518,47.2232989
WinCo Foods,Q00961,Tacoma,"Tacoma, WA","1913 S 72nd St, Tacoma, WA",-122.4598339,47.1953013
WinCo Foods,Q01805,Tacoma,"Tacoma, WA","6201 6th Ave, Tacoma, WA",-122.5203451,47.2565249
WestField Southcenter,Q00235,Tukwila,"Tukwila, WA","2800 Southcenter Mall, Tukwila, WA",-122.2594406,47.4576306
WestField Southcenter,Q00329,Tukwila,"Tukwila, WA","2800 Southcenter Mall, Tukwila, WA",-122.2594406,47.4576306
Safeway,Q01000,Tumwater,"Tumwater, WA","500 Cleveland Ave SE, Tumwater, WA",-122.8979955,47.0191833
Safeway,Q01949,Tumwater,"Tumwater, WA","705 Trosper Rd SW, Tumwater, WA",-122.917572,46.998442
Fred Meyer,Q00225,University Place,"University Place, WA","6305 Bridgeport Way W, University Place, WA",-122.5288675,47.200685
Fred Meyer,Q00139,Vancouver,"Vancouver, WA","16600 SE McGillivray Blvd, Vancouver, WA",-122.5017492,45.6058208
Fred Meyer,Q00155,Vancouver,"Vancouver, WA","800 NE Tenney Rd, Vancouver, WA",-122.6625086,45.72058
Fred Meyer,Q00157,Vancouver,"Vancouver, WA","16600 SE McGillivray Blvd, Vancouver, WA",-122.5017492,45.6058208
Fred Meyer,Q00199,Vancouver,"Vancouver, WA","800 NE Tenney Rd, Vancouver, WA",-122.6625086,45.72058
Fred Meyer,Q00206,Vancouver,"Vancouver, WA","2500 Columbia House Blvd, Vancouver, WA",-122.6453116,45.6200478
Fred Meyer,Q00208,Vancouver,"Vancouver, WA","11325 SE Mill Plain Blvd, Vancouver, WA",-122.5563168,45.6195418
Fred Meyer,Q00210,Vancouver,"Vancouver, WA","2500 Columbia House Blvd, Vancouver, WA",-122.6453116,45.6200478
Fred Meyer,Q00212,Vancouver,"Vancouver, WA","7700 NE Hwy 99, Vancouver, WA",-122.663266,45.6764343
Fred Meyer,Q00218,Vancouver,"Vancouver, WA","11325 SE Mill Plain Blvd, Vancouver, WA",-122.5563168,45.6195418
Fred Meyer,Q00236,Vancouver,"Vancouver, WA","7411 NE 117th Ave, Vancouver, WA",-122.5505717,45.6774325
Fred Meyer,Q00242,Vancouver,"Vancouver, WA","7700 NE Hwy 99, Vancouver, WA",-122.663266,45.6764343
Fred Meyer,Q00261,Vancouver,"Vancouver, WA","7411 NE 117th Ave, Vancouver, WA",-122.5505717,45.6774325
QFC,Q00800,Vancouver,"Vancouver, WA","3505 SE 192nd Ave, Vancouver, WA",-122.4761271,45.5949787
Safeway,Q00121,Vancouver,"Vancouver, WA","6700 NE 162nd Ave, Vancouver, WA",-122.5063575,45.6714812
Safeway,Q00144,Vancouver,"Vancouver, WA","6711 NE 63rd St, Vancouver, WA",-122.6036331,45.6664205
Safeway,Q00207,Vancouver,"Vancouver, WA","2615 NE 112th Ave, Vancouver, WA",-122.5567805,45.641468
Safeway,Q00214,Vancouver,"Vancouver, WA","408 NE 81st St, Vancouver, WA",-122.6685783,45.6818845
Safeway,Q00217,Vancouver,"Vancouver, WA","6701 E Mill Plain Blvd, Vancouver, WA",-122.6029303,45.6261154
Safeway,Q00734,Vancouver,"Vancouver, WA","3707 Main St, Vancouver, WA",-122.6666247,45.6485246
Safeway,Q00850,Vancouver,"Vancouver, WA","13023 NE Hwy 99, Vancouver, WA",-122.6501589,45.7156771
Safeway,Q01004,Vancouver,"Vancouver, WA","14300 NE 20th Ave, Vancouver, WA",-122.6529796,45.7245917
WinCo Foods,Q00127,Vancouver,"Vancouver, WA","11310 NE 119th St, Vancouver, WA",-122.5569812,45.7090407
WinCo Foods,Q01800,Vancouver,"Vancouver, WA","2101 NE Andresen Rd, Vancouver, WA",-122.5968292,45.6389833
WinCo Foods,Q01955,Vancouver,"Vancouver, WA","9700 NE Hwy 99, Vancouver, WA",-122.6601678,45.69182
WinCo Foods,Q02035,Vancouver,"Vancouver, WA","905 NE 136th Ave, Vancouver, WA",-122.5317712,45.6293307
Safeway,Q00232,Woodinville,"Woodinville, WA","19150 NE Woodinville Duvall Rd, Woodinville, WA",-122.0811857,47.7559882
